pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,coax_vel_x_kd,coax_vel_y_kd,coax_accel_xy_limit_m_s2,coax_accel_z_limit_m_s2,vel_loop_x_kp,vel_loop_y_kp,vel_loop_output_limit_m_s2,vel_loop_x_ki,vel_loop_y_ki,vel_loop_i_limit_m_s2,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
0.109128,1783742037.174786,1,-0.00492417812,-0.116994858,1.13700032,0.0499999933,578.062012,-1.40215343e-05,4.25021972e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.140093,1783742037.205751,2,-0.00382339954,-0.118028164,1.1370703,0.0499999933,578.087036,-1.41368546e-05,1.41795281e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.171248,1783742037.236907,3,-0.00412851572,-0.118020058,1.13673425,0.0499999933,578.112,5.65685368e-05,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.202240,1783742037.267898,4,-0.00354063511,-0.122042179,1.13655591,0.0499999933,578.137024,2.8528586e-05,-2.82279634e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.232784,1783742037.298442,5,-0.00263947248,-0.120596409,1.13661718,0.0499999933,578.162048,4.24264035e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.264349,1783742037.330007,6,-0.00206208229,-0.123408794,1.13630998,0.0499999933,578.187012,-1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.264349,1783742037.330007,7,-0.000427663326,-0.125249863,1.13663304,0.0499999933,578.212036,1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.295354,1783742037.361012,8,0.00105369091,-0.123597622,1.13683581,0.0499999933,578.237,2.84304515e-05,-2.82337769e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.325791,1783742037.391449,9,0.000732243061,-0.11859417,1.13671494,0.0499999933,578.262024,1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.357097,1783742037.422755,10,0.0011472106,-0.112830639,1.13655603,0.0499999933,578.287048,4.22771518e-05,1.41036244e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.357097,1783742037.422755,11,0.000368177891,-0.11279726,1.1366384,0.0499999933,578.312012,2.83856771e-05,2.81265729e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.387817,1783742037.453475,12,0.0011497736,-0.108498096,1.1364001,0.0499999933,578.337036,-8.87812064e-08,-2.82338096e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.418823,1783742037.484481,13,5.60879707e-05,-0.108527184,1.1364485,0.0499999933,578.362,-1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.449879,1783742037.515537,14,-0.00216901302,-0.115551949,1.13665378,0.0499999933,578.387024,-8.48872005e-05,-8.49291828e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.480679,1783742037.546337,15,-0.000696659088,-0.121478081,1.13691902,0.0499999933,578.412048,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.512143,1783742037.577801,16,-0.00276339054,-0.124392033,1.13752437,0.0499999933,578.437012,-4.24179052e-05,1.40162783e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.512143,1783742037.577801,17,-0.00295782089,-0.12110424,1.13716412,0.0499999933,578.462036,2.82842684e-05,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.542968,1783742037.608626,18,-0.00198668242,-0.117543221,1.13751793,0.0499999933,578.487,8.0035619e-08,-8.82566269e-08,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.573631,1783742037.639289,19,-0.00166988373,-0.115559101,1.13791728,0.0499999933,578.512024,0,-2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.605445,1783742037.671103,20,-0.0008918643,-0.120878696,1.13815153,0.0499999933,578.537048,-2.82842684e-05,-2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.636263,1783742037.701921,21,0.000113010406,-0.125413895,1.13782668,0.0499999933,578.562012,-1.41421342e-05,-4.24264035e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.636263,1783742037.701921,22,0.00120979548,-0.127961636,1.1378864,0.0499999933,578.587036,-4.2304564e-05,4.23649726e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.668109,1783742037.733768,23,0.0015617609,-0.125796318,1.13777471,0.0499999933,578.612,-2.82842757e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.698486,1783742037.764144,24,0.0012639761,-0.122590542,1.13750792,0.0499999933,578.637024,4.22652738e-05,7.07297877e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.728908,1783742037.794566,25,0.0022354126,-0.127446651,1.13743222,0.0499999933,578.662048,-1.40959282e-05,1.41757837e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.760489,1783742037.826148,26,0.00300741196,-0.124826431,1.13742256,0.0499999933,578.687012,4.24903337e-05,4.24503851e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.760489,1783742037.826148,27,0.00374341011,-0.122711182,1.13796329,0.0499999933,578.712036,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.805412,1783742037.871070,28,0.00268280506,-0.12283802,1.13838577,0.0499999933,578.737,-2.84899361e-05,2.84282451e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.836942,1783742037.902600,29,0.00314682722,-0.125592709,1.13841546,0.0499999933,578.762024,-1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.836942,1783742037.902600,30,0.000669658184,-0.126314163,1.13834512,0.0499999933,578.787048,1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.867479,1783742037.933137,31,0.00316423178,-0.129553318,1.13830006,0.0499999933,578.812012,-4.24264035e-05,4.24264035e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.898551,1783742037.964209,32,0.00210630894,-0.127449512,1.13778663,0.0499999933,578.837036,-2.80873301e-05,2.82824421e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.930013,1783742037.995671,33,0.00268483162,-0.131078243,1.13790619,0.0499999933,578.862,-5.65685368e-05,2.82842702e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.961591,1783742038.027249,34,0.00200921297,-0.129225254,1.13768589,0.0499999933,578.887024,4.23126585e-05,1.41147402e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.961591,1783742038.027249,35,0.00281363726,-0.129528999,1.13779199,0.0499999933,578.912048,-2.82301007e-05,9.07209312e-08,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
0.992512,1783742038.058171,36,0.00288492441,-0.124488831,1.13805699,0.0499999933,578.937012,-1.42149165e-05,4.25038306e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.022687,1783742038.088346,37,0.00334876776,-0.121482372,1.1384145,0.0499999933,578.962036,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.053635,1783742038.119293,38,0.00155562162,-0.11919117,1.13839793,0.0499999933,578.987,-2.83151676e-05,-2.82942656e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.053635,1783742038.119293,39,0.00140523911,-0.123798847,1.1389426,0.0499999933,579.012024,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.084634,1783742038.150292,40,0.000467777252,-0.123678207,1.13927412,0.0499999933,579.037048,-4.24264035e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.115642,1783742038.181300,41,0.0012922287,-0.126739979,1.13967645,0.0499999933,579.062012,4.24264035e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.146702,1783742038.212360,42,0.0017439127,-0.133171558,1.1400305,0.0499999933,579.087036,2.8337472e-05,2.83187637e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.177765,1783742038.243423,43,0.00305265188,-0.133452415,1.14045978,0.0499999933,579.112,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.208767,1783742038.274425,44,0.00277328491,-0.134991646,1.14080012,0.0499999933,579.137024,-4.24264035e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.208767,1783742038.274425,45,0.00261837244,-0.144061565,1.14083934,0.0499999933,579.162048,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.239673,1783742038.305331,46,0.0024253726,-0.147476673,1.14121723,0.0499999933,579.187012,2.79523501e-05,2.83418285e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.270707,1783742038.336365,47,0.00183594227,-0.145882607,1.14128494,0.0499999933,579.212036,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.301755,1783742038.367413,48,0.00237447023,-0.143104553,1.14117551,0.0499999933,579.237,-1.40325092e-05,-1.42204944e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.333207,1783742038.398865,49,0.0019415617,-0.140939236,1.14107013,0.0499999933,579.262024,2.83434892e-05,2.82144501e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.364719,1783742038.430377,50,0.000962793827,-0.136009216,1.14104223,0.0499999933,579.287048,1.41636192e-05,1.42212048e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.364719,1783742038.430377,51,0.00213032961,-0.132134914,1.14084995,0.0499999933,579.312012,1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.396714,1783742038.462373,52,-0.000394880772,-0.126823425,1.14069295,0.0499999933,579.337036,-1.41188484e-05,4.23131605e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.427723,1783742038.493381,53,0.000181078911,-0.12267065,1.14048946,0.0499999933,579.362,0,-2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.459312,1783742038.524971,54,0.000761568546,-0.126988888,1.14052749,0.0499999933,579.387024,4.24264035e-05,4.24264035e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.459312,1783742038.524971,55,0.00132542849,-0.129461288,1.14030612,0.0499999933,579.412048,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.490175,1783742038.555833,56,0.00291222334,-0.129164219,1.14038575,0.0499999933,579.437012,2.82600686e-05,2.82336387e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.520775,1783742038.586433,57,0.00457459688,-0.130192757,1.13994455,0.0499999933,579.462036,-2.82842684e-05,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.551814,1783742038.617472,58,0.00660777092,-0.12705183,1.13964629,0.0499999933,579.487,-2.56828912e-07,2.8518507e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.582825,1783742038.648483,59,0.00662279129,-0.133952141,1.13937283,0.0499999933,579.512024,2.03265614e-07,1.33845631e-07,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.582825,1783742038.648483,60,0.0050765276,-0.137724876,1.13959742,0.0499999933,579.537048,-1.40793645e-05,-1.4125063e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.628820,1783742038.694478,61,0.00276243687,-0.140505791,1.13966942,0.0499999933,579.562012,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.659439,1783742038.725097,62,0.00330710411,-0.138534069,1.1394366,0.0499999933,579.587036,-1.28211497e-07,2.66671663e-09,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.659439,1783742038.725097,63,0.00360310078,-0.141857624,1.13897622,0.0499999933,579.612,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.691439,1783742038.757097,64,0.00272756815,-0.136461258,1.13903642,0.0499999933,579.637024,-2.82842684e-05,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.722452,1783742038.788110,65,-0.000597953796,-0.140199661,1.13908792,0.0499999933,579.662048,4.24264035e-05,-4.24264035e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.753484,1783742038.819142,66,-0.00147467852,-0.140197754,1.13904023,0.0499999933,579.687012,2.82591573e-05,2.84078378e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.784559,1783742038.850217,67,-0.00160723925,-0.138793468,1.13862073,0.0499999933,579.712036,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.784559,1783742038.850217,68,-0.00130981207,-0.141555309,1.13893557,0.0499999933,579.737,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.815485,1783742038.881143,69,-0.000140666962,-0.143695354,1.13878405,0.0499999933,579.762024,-1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.846543,1783742038.912201,70,0.000126600266,-0.145798206,1.13882458,0.0499999933,579.787048,1.41891387e-05,-1.39725153e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.878543,1783742038.944201,71,-0.0015745163,-0.140505314,1.1387763,0.0499999933,579.812012,1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.910043,1783742038.975701,72,-0.00197303295,-0.136612892,1.1386739,0.0499999933,579.837036,-1.40307311e-05,-1.40522061e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.910043,1783742038.975701,73,-0.00101035833,-0.133592129,1.13851893,0.0499999933,579.862,2.83535937e-05,2.8329574e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.940538,1783742039.006196,74,-0.00183045864,-0.136113167,1.13813555,0.0499999933,579.887024,-1.39262429e-05,-1.41425853e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
1.972509,1783742039.038167,75,-0.00237357616,-0.133570671,1.13841534,0.0499999933,579.912048,-1.41421342e-05,-1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.003144,1783742039.068802,76,-0.00181782246,-0.129905224,1.13856578,0.0499999933,579.937012,2.8158709e-05,1.12262512e-07,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.034687,1783742039.100345,77,-0.000552535057,-0.13698101,1.1383121,0.0499999933,579.962036,1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.066280,1783742039.131938,78,-0.00125706196,-0.136814117,1.13864696,0.0499999933,579.987,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.066280,1783742039.131938,79,-0.00260686874,-0.139034271,1.13872421,0.0499999933,580.012024,-4.24264035e-05,4.24264035e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.112186,1783742039.177844,80,-0.00333124399,-0.136600971,1.13857186,0.0499999933,580.037048,-1.4131092e-05,-1.4210932e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.112186,1783742039.177844,81,-0.00484859943,-0.130712032,1.13858247,0.0499999933,580.062012,0,0,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.143313,1783742039.208971,82,-0.00313878059,-0.129277229,1.13842666,0.0499999933,580.087036,1.38827718e-05,-1.41100172e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.174904,1783742039.240562,83,-0.00534754992,-0.134355068,1.13847184,0.0499999933,580.112,-2.81319135e-05,2.81087123e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.205979,1783742039.271637,84,-0.00542408228,-0.134280205,1.13832569,0.0499999933,580.137024,-1.41544124e-05,-4.23733873e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.236720,1783742039.302378,85,-0.00403040648,-0.138072491,1.1388253,0.0499999933,580.162048,-2.82842702e-05,5.65685368e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.267234,1783742039.332892,86,-0.00355356932,-0.143015862,1.13872826,0.0499999933,580.187012,-1.40942711e-05,-1.40381508e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.267234,1783742039.332892,87,-0.00110507011,-0.141564846,1.13934708,0.0499999933,580.212036,-2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.298864,1783742039.364522,88,0.000396490097,-0.13580513,1.13974178,0.0499999933,580.237,-5.65685368e-05,-2.82842702e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.330430,1783742039.396088,89,0.00093537569,-0.133460999,1.13993514,0.0499999933,580.262024,-2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.361571,1783742039.427229,90,0.00319480896,-0.140136242,1.13994217,0.0499999933,580.287048,-8.03926312e-08,8.99221533e-08,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.361571,1783742039.427229,91,0.0029425621,-0.137611866,1.13979602,0.0499999933,580.312012,1.41421351e-05,7.07106738e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.392581,1783742039.458240,92,0.00220394135,-0.138570786,1.14001608,0.0499999933,580.337036,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.423593,1783742039.489251,93,0.000310480595,-0.135085583,1.13939953,0.0499999933,580.362,-1.41421342e-05,1.41421342e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.454519,1783742039.520177,94,0.0010908246,-0.139605522,1.13964331,0.0499999933,580.387024,-4.23795609e-05,4.24435966e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.454519,1783742039.520177,95,0.000892996788,-0.145329475,1.13945818,0.0499999933,580.412048,2.82842684e-05,2.82842684e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.486299,1783742039.551957,96,-0.000392317772,-0.14712286,1.1396662,0.0499999933,580.437012,-4.23626661e-05,-1.4108392e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.517210,1783742039.582868,97,-0.000103116035,-0.141182899,1.14025581,0.0499999933,580.462036,8.5871612e-08,-3.76275651e-08,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
2.548556,1783742039.614214,98,0.000921547413,-0.132741928,1.14030743,0.0499999933,580.487,1.28763034e-07,2.83794325e-05,-0.600000024,-0.600000024,-3,-0.200000003,0,0,3,2.5,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1
